Subject1(30),Assignment-subject1(20),Subject2(30),Assignment-subject2(20),Subject3(30),Assignment-subject3(20),Subject4(30),Assignment-subject4(20),Subject5(30),Assignment-subject5(20),CGPA,SGPA
26,14,30,11,26,20,28,10,19,11,7.8,7.754842119973734
22,16,29,13,23,15,21,18,23,19,8.4,8.235038935943216
20,18,27,15,17,18,25,19,22,18,7.6,7.550503971013637
24,19,30,15,17,17,17,14,21,19,7.0,7.343897958566667
15,17,16,12,23,17,25,19,25,15,6.8,6.692361482647453
30,17,25,19,24,15,23,15,16,13,8.2,8.80734696950229
27,12,27,10,20,16,20,13,24,10,7.6,7.8797345950903726
19,16,27,19,22,15,28,18,20,15,8.0,8.143076231157872
24,10,16,15,27,17,15,13,17,15,7.2,7.595322573906841
22,13,26,13,30,12,19,11,18,14,7.2,7.255876558279801
30,17,18,16,21,13,27,18,20,16,7.6,7.894135323880788
18,13,24,20,30,15,15,18,21,19,7.0,7.49045589487821
21,19,16,11,18,12,24,13,16,19,6.4,6.451388952538562
23,11,21,15,27,14,21,15,19,11,7.6,7.660676783493305
18,18,24,10,26,14,17,14,30,17,7.6,7.332028870710119
20,15,15,11,15,20,20,18,21,13,6.6,6.853721523335427
16,20,25,14,21,19,27,11,21,20,7.8,7.096785783967812
21,12,29,15,23,13,26,10,27,14,8.2,8.693627619180297
21,15,21,20,23,19,28,17,21,13,7.8,7.658544542675367
17,15,29,11,25,12,26,10,21,20,7.6,7.605549407171522
26,20,27,19,24,11,16,13,17,20,8.0,8.260321034299178
27,18,17,13,26,19,18,15,18,19,6.6,6.042781181477557
15,10,24,18,23,12,22,18,30,18,7.4,7.267907057897628
21,18,29,10,22,15,17,16,24,16,7.4,7.605138356462427
20,11,21,12,28,11,17,18,24,20,7.4,7.39007876764871
28,10,26,10,20,11,22,15,28,11,7.8,7.132637264458645
28,19,21,11,23,11,27,18,29,13,7.8,7.446588469003862
18,16,22,13,20,19,30,11,17,19,7.6,7.7546888983832245
20,17,21,12,15,13,20,17,17,17,7.2,7.025270734215499
25,11,15,13,26,15,29,14,27,16,8.2,8.355101385801909
29,12,22,16,27,10,25,10,15,11,7.4,7.274584599510898
16,20,25,15,15,15,25,20,27,13,6.4,6.969279969216338
18,20,24,20,24,14,27,17,28,13,8.6,8.650174982499859
30,14,20,13,22,18,25,11,25,11,7.6,7.228665324670381
27,16,29,18,21,12,17,20,27,19,8.8,8.288701702900353
26,12,29,20,25,17,15,19,29,13,8.6,8.541983805698138
18,14,21,20,30,15,29,19,16,20,8.0,8.296494869933742
16,17,23,13,27,16,28,15,25,20,7.8,7.6553783092086425
23,11,28,15,16,19,27,12,27,15,7.8,7.706885261405849
19,10,19,19,24,20,29,11,26,18,7.6,7.110014042585828
30,19,26,16,21,18,25,15,28,11,8.2,8.606393487140558
30,10,26,11,18,15,20,19,18,19,7.4,7.633552063792626
25,13,28,13,21,18,25,20,17,20,7.8,7.130396846210517
29,20,30,10,25,15,17,15,24,15,7.4,7.649400935430522
18,16,20,12,21,20,21,20,21,18,8.0,8.364076275991295
15,14,22,10,24,20,24,11,21,17,7.2,7.1034372574938
30,11,25,15,26,20,29,11,27,16,8.0,8.35957905002276
19,19,25,12,20,13,27,19,16,11,7.8,7.5978495645884285
16,14,23,17,19,20,22,11,16,19,6.6,6.00772473555906
15,13,26,20,24,19,26,13,19,10,7.8,7.386056284280792
25,12,15,13,16,16,29,14,20,17,7.6,7.301535872914117
17,17,25,20,15,16,26,10,18,19,7.2,7.460878581402669
22,17,15,12,26,16,19,19,27,19,8.2,8.101696055172221
30,17,30,18,18,10,21,11,23,16,8.2,8.225322113175144
24,13,29,11,16,12,19,13,21,13,6.8,6.908089388679753
28,13,19,15,28,17,19,18,22,15,7.6,7.780942372461853
19,12,25,13,16,16,15,10,23,10,7.0,7.5259728432687085
27,17,21,16,30,16,28,11,25,10,8.2,8.965823411898048
23,10,25,16,23,13,17,17,28,18,8.2,8.420249524849279
19,20,17,13,27,12,22,18,20,19,7.2,7.399936584319619
15,13,19,18,25,10,28,20,19,14,7.4,7.157359040563762
26,19,16,10,26,16,25,13,27,15,7.6,7.623331191838356
19,11,20,10,24,15,21,19,29,13,7.0,7.860034495820092
27,20,17,16,17,17,28,12,27,19,8.0,8.462204610604843
28,11,23,14,25,14,21,12,23,13,7.8,7.39641496958035
18,14,26,20,28,17,29,11,17,19,7.4,7.76852872180705
27,14,19,20,30,17,20,20,23,14,8.2,8.789012059853292
18,17,29,10,19,19,20,16,29,20,8.0,8.951515137142339
17,13,20,20,20,15,30,13,25,17,7.2,7.684499244037253
27,15,17,11,30,13,25,12,21,19,7.6,7.762249759218048
28,15,18,10,18,11,30,10,29,13,7.2,7.400448554428188
17,11,17,12,27,14,20,13,26,14,6.8,6.20829226321496
29,13,20,18,30,14,27,20,24,19,9.0,9.346388543751988
19,17,17,18,17,10,27,15,26,16,7.6,7.3795323094163505
24,17,27,16,29,15,27,10,22,15,8.6,8.367889270442259
26,20,15,12,25,20,24,19,24,10,7.6,7.15744333695031
18,13,30,10,15,13,25,10,20,11,6.4,6.1766540873135325
25,16,15,16,27,18,23,19,29,14,8.0,8.825835451883497
25,13,19,15,29,11,24,15,24,14,7.4,7.804992034062744
17,13,17,11,23,16,27,13,25,13,6.8,6.67427016882475
23,17,30,18,27,19,26,18,18,18,8.6,8.05254897966373
22,16,22,11,25,11,21,16,17,12,7.4,7.673740270075845
27,13,16,20,16,11,24,16,25,13,6.8,6.132471015308787
16,16,30,10,22,10,25,10,27,15,7.0,7.933673373627694
18,12,23,12,21,17,26,14,21,20,7.0,7.180660316929473
19,10,30,13,29,16,22,13,19,13,6.8,6.485889288304406
19,13,22,16,18,18,24,13,27,13,7.4,7.070717110772903
23,11,29,10,27,13,21,10,29,11,6.8,6.334667913866202
26,18,21,14,26,10,29,10,25,12,7.8,7.857460057415505
16,16,30,10,24,13,17,20,20,14,7.2,7.028461877780564
29,20,28,10,24,20,17,20,26,11,8.6,8.991670403118535
18,10,16,17,28,16,23,17,25,17,7.4,7.240618529349527
17,19,22,10,25,10,16,16,16,15,7.0,7.625618197615658
23,20,29,11,21,15,29,14,19,13,7.8,7.631430408559518
26,20,27,12,30,20,26,10,16,10,8.4,8.730167139744813
16,18,19,10,27,17,27,12,25,10,7.2,7.426705032298646
22,20,27,13,17,20,27,18,22,13,7.0,7.2721448240740045
27,12,23,12,19,12,16,10,18,12,6.6,6.56722005896479
23,19,26,15,22,13,18,19,15,10,7.6,7.901385113906975
27,14,28,20,15,20,26,13,18,15,8.0,8.545245294458509
17,19,16,11,17,11,27,20,16,16,7.4,7.883768021285617
21,19,18,19,22,13,15,19,18,13,6.8,6.1493304165260705
26,14,17,10,20,13,24,15,17,20,7.0,7.202398365107332
30,10,19,16,17,17,30,16,21,11,7.2,7.935490835335047
28,18,30,16,28,14,19,14,30,20,9.2,9.102045133859605
17,16,20,17,21,13,15,11,24,13,7.2,7.4788454986710216
20,15,26,11,26,15,26,20,23,11,8.0,8.867367134981237
22,19,27,17,19,19,16,11,20,10,7.6,7.189864820874834
17,15,23,19,19,16,26,19,22,17,7.2,7.001250881359529
15,17,17,11,29,12,22,13,24,12,7.2,7.922904573238543
28,14,27,20,18,10,26,18,16,15,8.2,8.744680256725745
21,13,25,20,17,14,16,20,26,18,7.4,7.81117098478426
21,12,16,17,15,15,18,16,17,10,6.6,6.476460191717109
17,17,16,10,19,17,24,16,19,11,6.6,6.255928988931059
27,19,23,19,29,11,20,17,18,16,8.0,8.801103860970226
29,17,26,16,24,13,23,19,16,13,8.4,8.655195868700043
23,10,30,13,30,11,23,10,15,12,7.6,7.083194764772507
27,12,27,18,17,17,18,17,18,11,6.6,6.181835373520553
15,16,30,20,25,13,20,11,20,20,7.6,7.301778107904746
28,11,17,20,29,10,23,20,25,13,8.2,8.445387382023391
17,16,21,10,20,15,18,17,24,19,7.0,7.170419038310536
30,13,15,18,26,12,22,18,15,17,7.4,7.435707311784711
29,12,29,15,17,17,22,14,18,19,8.2,8.185692967878271
30,14,28,11,21,16,24,13,15,15,7.8,7.471386138315031
25,10,30,16,28,11,17,16,28,18,8.2,8.791682837642705
18,20,23,20,17,18,30,20,28,15,8.4,8.798841244322253
16,20,19,16,23,11,23,11,19,12,7.0,7.562567552182991
17,10,17,19,21,13,25,16,22,14,7.6,7.273353965979603
24,16,27,20,15,19,23,18,18,20,8.0,8.998655075502068
21,10,24,19,25,16,30,12,26,19,8.0,8.842717764501062
27,17,23,13,28,14,18,11,23,13,8.0,8.700009306082322
29,15,30,16,23,16,22,18,17,10,7.8,7.866243286726688
15,15,26,18,29,12,30,19,23,18,8.6,8.067742209085864
15,18,27,10,18,17,22,18,27,13,6.6,6.6246898508591565
22,12,21,13,23,18,19,13,20,10,7.2,7.020734582075125
29,18,16,18,16,19,20,10,22,16,7.4,7.000769008649989
17,17,17,15,21,13,22,18,18,20,7.0,7.1576812136084005
22,17,17,11,24,18,20,11,18,15,7.4,7.787325158172703
26,18,22,11,20,13,25,18,30,15,7.6,7.7226269399273475
27,16,20,15,27,12,24,20,15,15,7.6,7.763426500992913
18,20,16,12,28,13,21,16,30,14,8.0,8.103711434161074
17,14,28,20,30,17,23,16,26,20,9.0,9.400726187232213
19,13,16,12,20,18,20,17,15,13,7.0,7.785092157926526
22,19,19,14,23,16,24,19,19,18,8.2,8.173582053790724
16,13,20,15,24,17,30,17,16,10,7.4,7.780216908924067
24,20,20,16,16,19,17,15,16,17,7.4,7.4563976252994415
16,12,15,18,15,19,25,12,26,10,7.2,7.088506293191677
28,20,23,15,15,20,30,11,17,15,8.0,8.373908215507695
21,17,28,14,28,17,19,12,21,12,7.4,7.713710079246335
30,18,23,14,17,12,15,12,23,10,7.4,7.0694759301564805
19,18,23,16,26,17,28,15,24,16,8.0,8.857926771258514
26,15,23,11,21,17,19,12,24,19,8.0,8.080628508368248
17,18,22,19,17,14,20,12,28,12,7.0,7.032140394314694
16,17,19,16,25,10,24,12,24,20,7.2,7.552693807852294
15,20,20,16,16,13,30,18,25,12,7.6,7.335778479960761
15,17,29,13,28,15,23,11,25,20,7.6,7.422047970615488
19,19,15,17,30,15,24,14,29,12,7.6,7.164496348923157
23,10,15,14,20,12,19,16,17,13,6.4,6.915282026938248
21,13,27,20,27,15,22,19,21,16,8.6,8.426872957449543
17,14,17,14,24,17,26,10,24,16,7.4,7.331791324687845
28,18,20,16,19,17,21,15,24,16,8.0,8.703557588702948
24,15,22,16,25,10,25,14,21,10,7.4,7.594781379165029
21,15,29,10,21,16,24,13,16,16,7.8,7.921971603619847
17,19,30,15,21,16,23,15,20,15,7.2,7.897834407969164
25,15,23,19,20,17,27,16,28,16,8.2,8.495885701197524
30,14,29,15,30,11,23,15,27,12,8.6,8.102118407283088
23,12,20,17,19,18,24,17,19,16,7.4,7.68281920578927
27,20,24,14,18,13,21,10,17,14,7.8,7.3609578216179266
30,16,18,13,24,12,20,16,25,15,7.8,7.701077928349141
29,13,17,11,28,19,22,18,21,13,7.6,7.769217243715699
28,14,15,12,30,16,27,18,29,18,8.2,8.273568049574262
25,10,28,14,25,14,20,13,29,17,8.0,8.8194498057137
22,10,21,19,29,12,23,10,22,12,7.2,7.035487687977782
29,19,16,12,24,13,29,10,22,17,8.0,8.34379585757746
29,19,29,10,19,12,21,12,15,15,7.6,7.201418710764567
18,19,20,13,18,14,16,18,18,19,7.4,7.320861830341139
19,12,17,17,25,13,30,15,23,16,7.2,7.2707888133638825
24,11,22,14,21,11,18,10,20,15,6.6,6.797293660649364
24,12,28,12,15,17,16,18,23,17,6.8,6.19557682141245
21,20,18,10,26,14,30,20,15,14,7.4,7.381241395240394
23,20,15,16,26,11,22,12,28,14,8.0,8.075680235701805
23,20,17,18,21,15,23,17,29,10,7.4,7.400532173051861
23,12,19,15,23,20,16,11,30,10,6.8,6.78241903382197
24,17,28,11,30,16,23,14,18,10,8.2,8.812952121454375
19,19,17,20,25,19,19,17,30,20,8.6,8.480782207447616
15,15,21,14,24,14,28,15,27,12,7.4,7.325212667804369
28,20,26,19,28,15,20,18,21,17,8.2,8.387187202077218
24,16,15,11,17,15,16,19,24,18,6.8,6.555999317256021
25,20,25,18,15,17,16,15,16,16,7.2,7.177321825635667
30,17,26,15,30,14,17,13,26,18,8.6,8.631551179734023
29,15,17,14,15,13,23,16,16,20,7.6,7.329780734987407
20,18,23,17,23,20,28,20,25,16,8.4,8.589136850664474
20,17,16,18,26,10,21,16,15,15,7.4,7.072247901408895
30,19,16,12,25,12,17,20,18,13,7.8,7.224420085298667
16,16,25,12,28,18,17,13,24,11,7.4,7.913886225999405
30,12,16,20,24,17,29,12,20,18,8.6,8.278964389619109
15,14,28,19,16,19,30,11,26,16,8.0,8.058014707126375
20,19,17,12,27,17,16,16,24,11,7.2,7.71039588090956
26,17,18,12,29,12,22,16,19,13,7.8,7.529993227788474
16,16,20,19,20,11,29,14,15,14,7.4,7.317511386519507
27,19,20,19,23,10,23,10,15,18,7.8,7.587468072906586
26,11,24,20,25,14,23,18,16,11,8.0,8.285022980383975
15,20,15,16,23,13,21,15,16,19,7.0,7.794227081399166
19,20,27,15,29,15,17,17,23,15,8.2,8.807091630746633
28,11,28,18,19,20,22,16,24,12,8.4,8.09439580402422
22,20,20,18,16,12,28,12,19,16,7.0,7.084842568462442
22,20,29,12,17,10,28,11,27,19,8.4,8.481151485206702
19,17,15,14,21,14,25,14,16,11,6.8,6.023546706546099
26,12,24,11,29,14,23,17,21,14,7.0,7.016007062720827
17,13,15,16,15,16,21,17,30,13,7.4,7.504027058953571
30,16,17,20,16,16,23,10,29,11,7.6,7.801923781338661
27,20,17,13,26,18,22,20,15,18,8.2,8.533996993713915
23,11,26,14,27,18,18,13,29,17,7.2,7.9452438625352695
22,19,26,12,22,18,20,16,18,16,7.6,7.077033898028787
29,10,28,19,23,18,24,19,27,16,9.0,9.100237761525088
15,15,21,19,19,12,29,10,20,12,6.8,6.737958008583378
27,16,26,19,18,16,29,11,15,18,7.0,7.144099216356971
22,12,19,19,29,19,19,16,18,16,7.6,7.33767618928962
23,12,20,10,19,19,15,16,29,17,7.4,7.674595495552538
26,19,24,18,21,20,27,15,19,15,8.0,8.933265386504274
17,20,29,18,17,16,24,20,24,17,8.6,8.882646057654746
20,13,15,10,24,20,20,18,19,11,7.2,7.372708886070451
30,10,24,16,20,17,28,11,18,13,7.0,7.53985027789188
28,14,28,14,19,20,18,13,15,20,7.8,7.832746163772213
30,20,16,10,29,12,25,16,24,16,8.0,8.77349054981547
15,18,29,16,20,12,26,20,19,10,7.2,7.919160403578218
25,12,17,12,28,18,20,10,26,19,7.2,7.877082024649704
26,18,23,11,24,10,26,20,26,15,8.4,8.0137915651345
30,17,23,13,26,18,19,11,29,20,8.6,8.75701441129587
24,20,18,12,16,19,27,16,29,11,7.2,7.834676097849523
15,15,28,17,29,15,23,10,22,16,7.2,7.882137808432938
19,11,23,16,22,17,26,14,29,13,7.4,7.08916658780861
27,10,21,11,28,19,21,16,25,17,8.4,8.642056076304979
16,19,30,18,15,15,24,16,15,16,7.0,7.378270716397053
24,17,23,16,22,10,29,20,16,13,8.0,8.487361841534778
30,20,15,19,26,20,30,14,25,18,9.0,9.713901037464632
24,20,27,10,29,16,19,19,18,19,7.8,7.9828998730607355
19,10,23,17,17,16,29,13,27,20,7.6,7.299114364915676
17,10,19,10,24,14,16,10,15,12,6.4,6.789658163062548
25,20,19,17,19,15,28,19,21,16,7.8,7.93558536209001
25,18,22,15,19,15,21,14,18,14,7.4,7.216824732160736
24,16,29,13,17,20,25,13,27,19,8.2,8.03902704350944
16,12,20,16,29,10,16,15,21,10,7.2,7.261437641032269
29,11,20,17,25,19,28,12,15,13,7.0,7.207082836450665
25,11,22,16,16,14,24,13,30,11,7.8,7.182561435110141
27,11,24,14,23,19,26,15,15,19,8.2,8.790525915378272
21,13,20,12,15,18,27,20,19,10,7.4,7.355186596582158
19,13,25,19,30,20,19,16,25,18,8.2,8.153600228668019
28,12,17,20,28,13,15,19,25,18,7.8,7.855548752633677
23,19,23,18,19,16,27,10,25,17,8.2,8.89400579922342
24,20,27,18,26,15,18,17,25,10,7.2,7.044020809755484
30,11,20,16,21,12,16,19,18,15,7.4,7.73700018529784
17,20,27,13,26,14,28,20,25,18,7.8,7.339785062988762
28,17,29,15,24,20,30,10,22,16,7.6,7.982227074639884
29,11,16,13,28,16,19,16,26,17,7.2,7.643861316262352
23,15,27,15,28,17,24,15,28,20,8.2,8.418011322993602
18,20,28,15,26,17,23,14,28,12,8.0,8.038180760490947
30,19,24,20,25,15,26,11,22,11,8.0,8.322626551580239
30,13,20,17,21,16,20,11,28,14,8.2,8.552796762419273
20,15,23,12,29,11,28,20,21,10,7.0,7.74597278735709
24,20,24,16,17,11,24,13,21,15,7.4,7.083724969330395
18,15,25,11,16,16,19,16,26,11,7.2,7.046237035609322
30,11,15,19,26,14,16,11,25,13,7.2,7.94306665712197
22,17,27,14,25,15,21,13,27,15,7.8,7.954067196898514
29,18,18,17,25,12,21,13,19,13,7.6,7.490928251716754
16,20,24,11,29,12,26,14,29,17,7.8,7.5244686413556074
17,11,24,19,24,16,30,14,25,12,7.6,7.500916958969129
16,18,16,10,25,17,28,15,16,11,7.4,7.566843204529353
26,15,22,12,30,19,24,14,25,11,8.4,8.07528629692194
15,20,28,10,16,17,22,17,17,15,7.2,7.239639290698786
18,19,24,18,27,11,19,19,26,20,8.6,8.004998804249816
16,20,30,10,28,10,22,15,21,19,7.2,7.533430031183323
25,10,27,17,21,10,18,17,26,13,7.2,7.224679480316383
22,17,24,12,28,10,25,10,22,18,7.2,7.241182559882322
18,14,21,10,22,15,24,19,23,20,8.0,8.711457752035292
20,15,27,16,24,19,15,17,24,16,7.4,7.781808482278619
21,12,16,19,25,20,21,20,23,14,7.2,7.0187291271007854
25,14,20,20,18,15,15,13,27,16,7.2,7.547360724905905
17,16,16,20,28,20,30,20,28,10,8.6,8.536664595953065
28,15,26,13,28,15,21,18,21,18,8.4,8.692053123204525
26,19,29,14,28,15,25,20,17,15,7.4,7.007435240543415
26,14,26,12,23,13,24,11,27,18,6.8,6.877034652352222
23,11,24,16,29,13,25,17,17,14,7.6,7.792536922677655
23,17,21,11,29,17,16,19,19,19,7.4,7.182303278473072
26,15,27,10,20,15,24,19,23,10,7.8,7.447730391875806
15,14,25,13,15,19,29,17,22,11,7.6,7.9529045454707745
27,18,26,15,18,20,27,16,18,15,7.8,7.885502314359904
23,19,24,12,26,18,22,11,18,19,8.2,8.897005762360953
23,16,22,13,18,17,18,20,24,13,7.2,7.43084848229665
25,15,24,18,17,20,16,17,18,17,7.2,7.343509631994509
19,19,22,18,15,19,17,18,16,18,6.8,6.480561757426442
18,16,25,12,22,18,19,15,23,12,6.8,6.667414067620231
17,13,16,13,26,20,26,18,18,11,7.4,7.910068639819047
20,17,19,12,28,11,27,15,24,19,8.2,8.012271977332912
26,11,29,19,18,14,15,17,24,16,7.6,7.430181055370546
18,11,18,19,22,13,18,18,28,17,6.8,6.255636642694282
22,13,27,11,22,13,23,17,20,10,6.4,6.126349628345299
29,17,23,11,24,20,18,20,27,12,8.4,8.84112873555429
19,15,21,15,25,18,30,17,17,16,8.2,8.876062680827497
17,12,28,15,26,12,22,19,16,15,7.8,7.0599680583627125
28,13,18,15,25,18,18,14,22,13,7.6,7.005826121336424
15,12,25,11,20,17,26,17,16,19,7.4,7.712528418911027
25,11,23,19,25,16,26,20,23,13,8.8,8.760694052804439
19,12,27,12,29,12,30,14,25,19,8.4,8.865119586551971
25,20,27,13,18,13,23,16,30,11,7.2,7.949876903158272
21,16,27,16,18,18,21,12,25,13,8.0,8.310268160061272
20,19,26,19,29,18,27,11,25,12,8.0,8.3905807128503
27,12,17,16,28,12,29,15,16,16,7.4,7.636412344648096
24,19,20,19,16,11,15,18,23,20,7.8,7.070007486619543
25,13,24,15,23,19,17,16,23,12,7.6,7.207771310245676
23,11,16,12,19,17,23,14,30,16,7.8,7.215968885844119
25,18,23,20,18,19,15,11,30,18,8.4,8.0921977714067
26,10,19,11,17,11,16,10,21,14,6.4,6.196290489519022
25,15,26,18,26,15,16,13,30,14,7.8,7.669894466349901
27,18,21,14,23,11,15,14,23,12,6.2,6.760871228655251
27,11,24,20,15,10,27,15,30,20,8.4,8.415533139061745
30,19,16,19,28,19,23,10,16,13,7.8,7.4259415395770425
26,13,24,15,27,15,15,18,23,20,8.2,8.769090456266436
19,12,24,12,28,10,20,11,23,19,7.8,7.079692044993762
15,20,16,18,26,16,19,17,29,12,7.8,7.000960854859541
21,20,19,12,20,20,21,14,19,20,7.2,7.939354866270891
28,16,29,14,18,11,26,18,25,14,8.2,8.19941906359589
26,12,21,16,16,19,24,18,20,19,7.8,7.917601018074016
25,19,29,19,16,16,30,14,20,20,8.2,8.432573956518166
18,19,24,19,15,14,22,18,21,16,7.4,7.453088851526033
17,16,16,17,28,18,29,14,22,12,8.0,8.161119045746315
15,12,18,19,29,17,21,20,22,14,8.2,8.399272352132906
26,12,25,17,19,18,19,18,28,10,8.2,8.342651505813405
26,11,24,12,15,13,20,15,23,11,7.0,7.8563538256515555
26,19,21,14,30,12,22,20,26,15,7.8,7.321129879737374
26,13,15,11,30,10,17,14,25,15,6.6,6.857840927436404
18,15,26,15,16,19,27,14,19,10,7.4,7.178198870251856
27,13,27,19,16,18,24,18,15,16,7.8,7.627763787496848
25,17,16,13,24,20,17,14,15,15,7.4,7.231568999324361
20,16,22,16,16,12,28,11,22,19,7.8,7.378581772973694
29,18,18,10,16,13,15,16,17,10,7.0,7.4245257821767225
25,14,29,11,21,18,28,18,23,10,7.8,7.969265815844826
24,13,29,13,15,12,26,17,27,16,8.2,8.92501859442517
15,19,30,15,23,20,18,20,20,12,7.4,7.180734693762863
18,14,25,18,26,10,28,16,22,19,8.4,8.52619723699614
26,18,30,12,16,12,21,20,19,16,7.8,7.387498124372757
25,17,23,20,28,20,25,10,22,10,8.2,8.047229253323495
29,19,18,16,18,11,20,12,18,11,7.2,7.873207310304386
17,15,27,20,30,12,27,19,24,12,8.8,8.830858338229122
20,16,19,11,15,15,16,16,26,13,7.0,7.249568324569043
24,10,30,15,24,16,28,17,15,19,6.4,6.245984298586913
28,10,20,20,20,20,26,10,16,11,6.8,6.768026755822946
30,15,24,13,23,10,22,12,23,11,7.0,7.642330934251291
23,17,16,18,21,14,15,14,25,16,6.8,6.735070195206229
26,20,29,12,26,16,28,15,24,11,8.6,8.063208098269596
21,15,22,16,29,13,28,15,27,11,8.4,8.1119686919112
28,18,24,12,28,12,28,12,17,19,7.6,7.592673245796588
21,14,27,13,24,12,29,14,20,17,7.4,7.783671604581054
22,12,25,12,23,13,20,15,22,16,7.4,7.1911803071010425
27,15,19,18,19,11,30,11,23,18,8.2,8.691756182662958
23,10,18,20,24,18,30,17,25,19,8.6,8.040696740453413
22,18,21,14,16,10,17,10,26,10,6.4,6.830653803740047
21,13,18,13,18,18,27,15,25,19,8.0,8.856933389643691
27,18,26,17,24,16,16,15,29,12,7.4,7.3196439752106315
25,10,16,10,24,20,26,10,19,16,7.0,7.739916537086289
17,11,15,18,15,19,21,20,18,20,7.4,7.928117849706795
22,16,19,18,22,18,17,16,19,14,7.2,7.39473544431611
28,19,26,13,18,14,30,11,29,14,8.6,8.979475285153883
27,12,25,13,20,10,23,20,22,12,7.6,7.961452381015806
26,11,30,19,19,13,22,12,16,17,7.8,7.504142128736145
28,16,18,19,21,14,27,13,19,20,7.4,7.369852945226298
19,15,30,11,29,20,15,16,19,14,8.0,8.530931058984894
17,16,15,11,15,16,19,19,26,12,7.2,7.11333852586389
27,11,15,18,29,17,24,20,23,14,8.4,8.68907008690919
27,10,26,14,18,12,20,15,17,13,6.4,6.665049125584346
20,11,25,15,24,18,16,15,16,12,7.0,7.851385179997006
28,20,20,12,29,19,19,18,19,16,8.2,8.137860442787161
22,14,24,17,27,15,26,19,27,18,7.6,7.233917397976595
25,14,23,17,26,17,27,14,16,10,7.6,7.51358289414246
20,15,27,20,23,18,30,15,27,20,8.2,8.856229644361516
24,14,24,15,17,11,27,16,17,19,7.8,7.522199735603781
21,20,18,19,15,15,18,14,27,14,7.8,7.589596752867474
29,12,17,18,27,11,16,12,22,13,7.0,7.001927718571295
25,17,25,12,24,14,20,11,30,12,8.2,8.614433792829995
17,11,16,11,27,20,16,17,17,19,7.4,7.756832698204251
18,19,26,12,17,10,25,20,27,14,7.4,7.235863062826385
23,10,23,13,17,17,25,18,21,20,8.0,8.022997671752243
25,12,17,12,18,10,16,10,27,12,6.8,6.06316456082529
28,17,19,13,28,16,26,18,16,20,7.8,7.94289517292687
30,12,21,15,20,16,28,18,26,16,8.8,8.611333787432134
24,15,19,18,21,18,24,17,18,12,7.8,7.248223418426421
18,16,21,13,16,19,18,14,19,17,7.0,7.236364979819991
17,14,15,18,30,20,27,16,22,18,7.8,7.986750489247047
26,13,27,20,22,18,23,14,27,14,8.2,8.345663415295943
24,12,26,18,16,17,24,14,25,17,8.2,8.650625432771607
23,14,17,14,26,20,28,20,25,20,8.2,8.072782830267236
22,16,16,11,19,15,26,11,23,11,7.2,7.277585082221891
23,19,25,10,21,12,25,15,20,18,7.2,7.217270556226684
16,20,22,12,24,18,16,17,29,19,8.2,8.486129500496943
18,11,30,19,27,19,27,18,20,18,8.0,8.678378262238855
27,10,15,13,26,15,21,15,16,14,7.4,7.451633072632435
24,18,23,13,23,17,23,15,15,15,7.4,7.877008675493343
22,16,29,15,22,20,16,13,15,10,7.6,7.984196079257576
26,15,17,17,29,20,15,12,22,13,7.6,7.749480239229593
24,10,19,19,28,14,16,18,18,14,7.6,7.43201038846201
21,16,26,19,15,18,28,14,16,15,7.4,7.578080741765038
22,16,18,18,15,20,15,20,24,20,7.4,7.790917569520209
22,18,16,14,26,19,25,20,24,20,6.6,6.342498421341524
27,20,23,17,28,10,24,17,30,10,7.8,7.201752745146251
22,13,21,14,21,15,24,14,22,20,7.4,7.711223219254744
30,13,16,11,29,12,21,16,17,20,8.0,8.252138975756669
28,17,23,19,20,16,18,14,27,16,7.8,7.935940989586099
25,16,28,19,24,11,21,11,28,10,8.0,8.635747937289082
23,10,20,11,27,13,25,19,16,13,7.0,7.437852537644206
20,13,18,10,18,13,30,16,21,15,7.6,7.608990111065221
27,11,19,18,25,15,28,14,18,12,7.4,7.191565669817166
19,12,17,10,26,17,28,20,24,12,8.0,8.047005179759733
28,15,27,10,18,13,17,12,26,18,7.8,7.40639194469897
23,17,24,13,19,14,28,10,27,12,7.4,7.879874053787221
28,15,22,20,24,13,18,16,20,15,7.8,7.814438728179484
28,17,20,11,28,19,18,20,16,12,7.4,7.529975079165706
21,11,23,11,18,18,30,12,30,18,8.2,8.412572093082382
20,16,19,18,22,20,29,11,21,16,7.8,7.53901605155565
30,18,20,17,17,20,22,13,25,14,8.0,8.636453931565223
25,11,17,19,28,10,26,14,18,19,7.6,7.727151197181709
23,15,17,13,24,16,21,17,15,15,6.8,6.917614332196922
28,18,21,15,19,10,19,10,21,14,7.2,7.134803143785396
21,17,24,15,15,20,17,16,15,12,7.0,7.027526243730517
16,12,22,16,29,18,17,10,26,17,7.8,7.645595404839297
29,18,29,14,15,12,30,16,29,12,8.8,8.397147841759242
19,19,25,12,24,20,24,12,27,10,8.2,8.583093860620897
28,12,15,14,18,20,27,12,18,13,7.0,7.895010780720328
23,13,18,11,26,16,30,13,24,15,8.0,8.951179253221305
27,12,22,11,24,11,21,20,17,15,7.4,7.321806671387067
25,14,21,19,15,16,24,14,17,14,7.2,7.1019582212694035
28,20,26,19,23,11,20,19,16,15,7.6,7.671205209698046
22,14,20,19,25,20,19,12,17,18,7.0,7.5819680506082605
20,17,23,12,16,12,16,13,24,15,6.8,6.666433434701232
